18.15680342	1
25.72311625	0.802482982
34.01710962	0.906549125
41.66557993	0.743081818
48.26165202	0.476787251
56.97816958	0.755966198
64.05544978	0.689105657
72.10297071	0.691022665
79.72796745	0.517826869
86.61745912	0.373138416
94.75887431	0.41396938
101.0889127	0.370751937
109.0660129	0.343483477
116.7066587	0.510106674
124.4255497	0.375824835
132.6960695	0.470162489
139.5738244	0.320609791
147.601784	0.647753058
155.1328865	0.435643306
163.4973005	0.568894917
170.3867922	0.424206463
178.3208576	0.712435774
186.0749589	0.592746668
193.6764821	0.409822383
202.0408962	0.543073994
209.0164576	0.76739
217.4473801	0.59487233
224.5481339	0.537740278
232.5956548	0.539657286
240.2089147	0.361597246
248.0725594	0.620641089
255.8736079	0.520408962
262.1919094	0.472327274
270.0399051	0.391552124
278.357372	0.505346757
286.1701573	0.409978874
293.6699617	0.518231136
301.858324	0.578519079
309.9997392	0.619350043
316.9009676	0.479525834
325.2653817	0.612777445
332.389609	0.565373882
340.3197621	0.518648444
348.1442842	0.428144806
355.5854047	0.512075846
363.5859785	0.494535875
371.2500978	0.670887562
378.7577267	0.449049321
386.3670744	0.936034532
394.1172635	0.481390678
402.1530477	0.478443442
407.853212	0.507511541
416.9179208	0.597663076
423.7956756	0.448110378
432.0544587	0.537583788
439.4721056	0.611786338
447.1127514	0.778409535
455.9427245	0.77127618
462.8556897	0.636316215
469.2796223	0.632012728
479.0211523	0.669335698
485.5507159	0.708810412
493.8447093	0.812876555
502.3147544	0.989906367
511.2386218	1.021686967
516.5514723	0.890234996
524.8219921	0.984572651
532.6739	1.23875225
541.0383141	1.37200386
548.7767664	1.912495762
555.6975561	1.447445294
564.1323909	1.609882371
571.6204585	1.713270389
581.2602697	2.041769907
587.4025195	1.920724551
595.5204611	1.951827026
